cd_representante;nm_representante;cd_cliente;nm_cliente;nm_cidade;nr_pedido;dt_emissao;dt_entrega;vl_pedido;qt_produto;vl_unitario;vl_item;cd_produto;nm_produto;ps_unitario;familia_produto
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";273040;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4802;2010-09-08;2010-09-11;NULL;5.00;39.00;195.00;89206;"PRATO PR150/3 1000UC";3.000;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";273040;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4802;2010-09-08;2010-09-11;NULL;3.00;39.00;117.00;89222;"PRATO PR210/3 500UC";3.000;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";273040;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4802;2010-09-08;2010-09-11;NULL;4.00;48.50;194.00;89230;"PRATO PR260/3 250UC";3.250;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";273040;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4802;2010-09-08;2010-09-11;NULL;5.00;70.00;350.00;89460;"COPO CP300T/SM/ABNT 2000UC 40X50";6.600;COPO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";273040;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4802;2010-09-08;2010-09-11;NULL;4.00;48.50;194.00;92568;"PRATO PF260/4 250UC";3.500;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";278580;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4801;2010-09-08;2010-09-11;NULL;6.00;125.00;750.00;43664;"POTE 450ML TRANSPARENTE 1000UC C/MANGA";10.000;POTE
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";278580;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4801;2010-09-08;2010-09-11;NULL;12.00;59.00;708.00;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";278580;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4801;2010-09-08;2010-09-11;NULL;6.00;92.00;552.00;72001;"POTE PP340T0000/1 1000UC 7,5 GR";7.500;POTE
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";278580;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4900;2010-09-08;2010-09-20;NULL;4.00;37.00;148.00;89206;"PRATO PR150/3 1000UC";3.000;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";278580;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4900;2010-09-08;2010-09-20;NULL;50.00;37.00;1850.00;89222;"PRATO PR210/3 500UC";3.000;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";278580;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4900;2010-09-08;2010-09-20;NULL;20.00;66.50;1330.00;89460;"COPO CP300T/SM/ABNT 2000UC 40X50";6.600;COPO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";278580;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";4900;2010-09-08;2010-09-20;NULL;5.00;46.00;230.00;92568;"PRATO PF260/4 250UC";3.500;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";278599;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";14899;2010-09-08;2010-09-20;NULL;3.00;37.00;111.00;89206;"PRATO PR150/3 1000UC";3.000;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";278599;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";14899;2010-09-08;2010-09-20;NULL;10.00;37.00;370.00;89222;"PRATO PR210/3 500UC";3.000;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";278599;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";14899;2010-09-08;2010-09-20;NULL;10.00;66.50;665.00;89460;"COPO CP300T/SM/ABNT 2000UC 40X50";6.600;COPO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";278599;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";14899;2010-09-08;2010-09-20;NULL;5.00;46.00;230.00;92568;"PRATO PF260/4 250UC";3.500;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";282820;"REST PASTA DI ROMA LTDA";"CAXIAS DO SUL";14896;2010-09-06;2010-09-16;NULL;4.00;44.00;176.00;590;"TAMPA TS55ESF_01 1000UC";1.650;TAMPA
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";282820;"REST PASTA DI ROMA LTDA";"CAXIAS DO SUL";14896;2010-09-06;2010-09-16;NULL;4.00;44.00;176.00;2399;"TAMPA TS55TEF_01 1000UC TRANSP. FURADA";1.650;TAMPA
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";282820;"REST PASTA DI ROMA LTDA";"CAXIAS DO SUL";14896;2010-09-06;2010-09-16;NULL;10.00;63.00;630.00;86800;"TAMPA TT79F/1 2000UC TRANSPARENTE FURADA";2.800;TAMPA
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";282820;"REST PASTA DI ROMA LTDA";"CAXIAS DO SUL";14896;2010-09-06;2010-09-16;NULL;10.00;32.00;320.00;89184;"PRATO PF120/3 1000UC";2.400;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";282820;"REST PASTA DI ROMA LTDA";"CAXIAS DO SUL";14896;2010-09-06;2010-09-16;NULL;3.00;46.00;138.00;89192;"PRATO PF150/4 1000UC";3.500;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";282820;"REST PASTA DI ROMA LTDA";"CAXIAS DO SUL";14896;2010-09-06;2010-09-16;NULL;2.00;51.00;102.00;89214;"PRATO PR180/2 1000UC";4.000;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";282820;"REST PASTA DI ROMA LTDA";"CAXIAS DO SUL";14896;2010-09-06;2010-09-16;NULL;1.00;42.00;42.00;89222;"PRATO PR210/3 500UC";3.000;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";282820;"REST PASTA DI ROMA LTDA";"CAXIAS DO SUL";14896;2010-09-06;2010-09-16;NULL;2.00;45.00;90.00;89230;"PRATO PR260/3 250UC";3.250;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";288829;"SUL FESTAS COM. DE ARTS DECORATIVOS LTDA";LAJEADO;14882;2010-09-02;2010-09-13;NULL;30.00;61.40;1842.00;85944;"COPO CP300T/ABNT 2000UC LINHA OURO";6.600;COPO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";288829;"SUL FESTAS COM. DE ARTS DECORATIVOS LTDA";LAJEADO;14882;2010-09-02;2010-09-13;NULL;5.00;51.20;256.00;89427;"COPO CP200TES/ABNT 2500UC LINHA OURO";5.500;COPO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";288829;"SUL FESTAS COM. DE ARTS DECORATIVOS LTDA";LAJEADO;14882;2010-09-02;2010-09-13;NULL;4.00;46.00;184.00;89435;"COPO CP180TES/ABNT 2500UC LINHA OURO";4.950;COPO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";288829;"SUL FESTAS COM. DE ARTS DECORATIVOS LTDA";LAJEADO;14882;2010-09-02;2010-09-13;NULL;5.00;53.00;265.00;89508;"COPO CP400T/ABNT 1000UC";5.000;COPO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";290467;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";14881;2010-09-01;2010-09-20;NULL;3.00;58.00;174.00;4901;"COPO CP200TES/SM/ABNT 2500UC TRANSP.";5.500;COPO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";290467;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";14881;2010-09-01;2010-09-20;NULL;3.00;39.00;117.00;89206;"PRATO PR150/3 1000UC";3.000;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";290467;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";14881;2010-09-01;2010-09-20;NULL;3.00;39.00;117.00;89222;"PRATO PR210/3 500UC";3.000;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";290467;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";14881;2010-09-01;2010-09-20;NULL;3.00;48.50;145.50;89230;"PRATO PR260/3 250UC";3.250;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";290467;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";14881;2010-09-01;2010-09-20;NULL;4.00;70.00;280.00;89460;"COPO CP300T/SM/ABNT 2000UC 40X50";6.600;COPO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";290467;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";14881;2010-09-01;2010-09-20;NULL;3.00;48.50;145.50;92568;"PRATO PF260/4 250UC";3.500;PRATO
515;"MARANGON - COMERCIO E REPRESENT. LTDA.";290467;"IRMAOS ANDREAZZA LTDA";"CAXIAS DO SUL";14881;2010-09-01;2010-09-20;NULL;1.00;42.50;42.50;97152;"COPO CB80ES/ABNT 2500UC";3.500;COPO
566;"CHUMBINHO REPRESENTACOES LTDA.";57886;"DISTRIBUIDORA COMERCIAL REMBRAZ LTDA";MANAUS;57886;2010-09-02;2010-10-04;NULL;20.00;28.48;569.60;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
566;"CHUMBINHO REPRESENTACOES LTDA.";57886;"DISTRIBUIDORA COMERCIAL REMBRAZ LTDA";MANAUS;57886;2010-09-02;2010-10-04;NULL;100.00;35.27;3527.00;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
566;"CHUMBINHO REPRESENTACOES LTDA.";292346;"HOSSOKAWA COM.REP.PROD.HIGIENE LIMPEZA L";MANAUS;292346;2010-09-02;2010-09-27;NULL;200.00;53.22;10644.00;73490;"COPO CP200BES/ABNT 2500UC LINHA OURO";5.500;COPO
566;"CHUMBINHO REPRESENTACOES LTDA.";292346;"HOSSOKAWA COM.REP.PROD.HIGIENE LIMPEZA L";MANAUS;292346;2010-09-02;2010-09-27;NULL;800.00;43.80;35040.00;84778;"COPO CP150BES/ABNT 2500UC-LINHA OURO";4.130;COPO
566;"CHUMBINHO REPRESENTACOES LTDA.";292346;"HOSSOKAWA COM.REP.PROD.HIGIENE LIMPEZA L";MANAUS;292346;2010-09-02;2010-09-27;NULL;200.00;43.80;8760.00;89389;"COPO CP150TES/ABNT 2500UC LINHA OURO";4.130;COPO
566;"CHUMBINHO REPRESENTACOES LTDA.";292346;"HOSSOKAWA COM.REP.PROD.HIGIENE LIMPEZA L";MANAUS;292346;2010-09-02;2010-09-27;NULL;100.00;53.22;5322.00;89427;"COPO CP200TES/ABNT 2500UC LINHA OURO";5.500;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";1902;"DISTR.DE DOCES SILVA LTDA.";"CONSELHEIRO LAFAIETE";22700;2010-09-09;2010-10-04;NULL;5.00;39.32;196.60;2194;"TAMPA TS55TE_01 1000UC";1.650;TAMPA
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";1902;"DISTR.DE DOCES SILVA LTDA.";"CONSELHEIRO LAFAIETE";22700;2010-09-09;2010-10-04;NULL;2.00;73.39;146.78;71811;"POTE PP300T0003/1 1000UC MANGA 4,7 GR";4.700;POTE
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";1902;"DISTR.DE DOCES SILVA LTDA.";"CONSELHEIRO LAFAIETE";22700;2010-09-09;2010-10-04;NULL;10.00;96.88;968.80;81361;"POTE PP500T0004/2 1000UC";6.500;POTE
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";1902;"DISTR.DE DOCES SILVA LTDA.";"CONSELHEIRO LAFAIETE";22700;2010-09-09;2010-10-04;NULL;3.00;34.12;102.36;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";80446;"SUPERMERCADO BAHAMAS LTDA";"JUIZ DE FORA";10981;2010-09-03;2010-09-20;NULL;5.00;49.85;249.25;73288;"COPO CP330TL003 1000UC LISO";4.000;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";80446;"SUPERMERCADO BAHAMAS LTDA";"JUIZ DE FORA";10981;2010-09-03;2010-09-20;NULL;25.00;35.64;891.00;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";92827;"EMBALAGENS VALVERDE LTDA ME";MURIAE;12366;2010-09-10;2010-09-27;NULL;2.00;133.58;267.16;43664;"POTE 450ML TRANSPARENTE 1000UC C/MANGA";10.000;POTE
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";92827;"EMBALAGENS VALVERDE LTDA ME";MURIAE;12366;2010-09-10;2010-09-27;NULL;12.00;59.12;709.44;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";92827;"EMBALAGENS VALVERDE LTDA ME";MURIAE;12366;2010-09-10;2010-09-27;NULL;8.00;73.39;587.12;72010;"POTE PP340T0001/1 1000UC 4,7 GR";4.700;POTE
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";92827;"EMBALAGENS VALVERDE LTDA ME";MURIAE;12366;2010-09-10;2010-09-27;NULL;4.00;48.15;192.60;89508;"COPO CP400T/ABNT 1000UC";5.000;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";181021;"LUCIANA APARECIDA CORREA";MURIAE;12556;2010-09-10;2010-10-04;NULL;15.00;32.85;492.75;2399;"TAMPA TS55TEF_01 1000UC TRANSP. FURADA";1.650;TAMPA
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";181021;"LUCIANA APARECIDA CORREA";MURIAE;12556;2010-09-10;2010-10-04;NULL;2.00;106.48;212.96;71838;"POTE PP450T0001/1 1000UC MANGA 7,5 GR";7.500;POTE
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";181021;"LUCIANA APARECIDA CORREA";MURIAE;12556;2010-09-10;2010-10-04;NULL;5.00;54.02;270.10;86800;"TAMPA TT79F/1 2000UC TRANSPARENTE FURADA";2.800;TAMPA
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";181021;"LUCIANA APARECIDA CORREA";MURIAE;12556;2010-09-10;2010-10-04;NULL;15.00;48.15;722.25;89508;"COPO CP400T/ABNT 1000UC";5.000;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";181021;"LUCIANA APARECIDA CORREA";MURIAE;12556;2010-09-10;2010-10-04;NULL;10.00;34.12;341.20;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";202967;"DISTRIBUIDORA DE DOCES SAO JOAO LTDA";"CONSELHEIRO LAFAIETE";22338;2010-09-06;2010-09-16;NULL;5.00;106.48;532.40;71838;"POTE PP450T0001/1 1000UC MANGA 7,5 GR";7.500;POTE
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";202967;"DISTRIBUIDORA DE DOCES SAO JOAO LTDA";"CONSELHEIRO LAFAIETE";22338;2010-09-06;2010-09-16;NULL;10.00;38.40;384.00;77275;"POTE PT250P0001/1 1000UC";3.200;POTE
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";202967;"DISTRIBUIDORA DE DOCES SAO JOAO LTDA";"CONSELHEIRO LAFAIETE";22338;2010-09-06;2010-09-16;NULL;10.00;26.00;260.00;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";202967;"DISTRIBUIDORA DE DOCES SAO JOAO LTDA";"CONSELHEIRO LAFAIETE";22338;2010-09-06;2010-09-16;NULL;20.00;33.76;675.20;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";212628;"COMERCIAL POLIPLAS DE LEOPOLDINA LTDA";LEOPOLDINA;22701;2010-09-09;2010-10-18;NULL;12.00;44.16;529.92;77275;"POTE PT250P0001/1 1000UC";3.200;POTE
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";212628;"COMERCIAL POLIPLAS DE LEOPOLDINA LTDA";LEOPOLDINA;22701;2010-09-09;2010-10-18;NULL;5.00;96.88;484.40;81361;"POTE PP500T0004/2 1000UC";6.500;POTE
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";212628;"COMERCIAL POLIPLAS DE LEOPOLDINA LTDA";LEOPOLDINA;22701;2010-09-09;2010-10-18;NULL;8.00;26.48;211.84;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";285986;"TE TE FESTAS LTDA - FILIAL -";"JUIZ DE FORA";22559;2010-09-08;2010-09-11;NULL;50.00;25.85;1292.50;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";286281;"FELIX MARQUES NETO";"SAO JOAO DEL REI";12367;2010-09-10;2010-10-05;NULL;5.00;36.76;183.80;2399;"TAMPA TS55TEF_01 1000UC TRANSP. FURADA";1.650;TAMPA
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";286281;"FELIX MARQUES NETO";"SAO JOAO DEL REI";12367;2010-09-10;2010-10-05;NULL;5.00;104.50;522.50;42862;"COPO CP550TI000 MILKSHAKE PADRAO DZT";6.750;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";286281;"FELIX MARQUES NETO";"SAO JOAO DEL REI";12367;2010-09-10;2010-10-05;NULL;9.00;57.00;513.00;42986;"COPO CP330TI001 MILKSHAKE PADRAO DZT";4.000;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";286281;"FELIX MARQUES NETO";"SAO JOAO DEL REI";12367;2010-09-10;2010-10-05;NULL;6.00;51.45;308.70;86800;"TAMPA TT79F/1 2000UC TRANSPARENTE FURADA";2.800;TAMPA
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";289965;"CASA DAS EMBALAGENS LUPEL LTDA-ME.";ARACUAI;12368;2010-09-10;2010-09-20;NULL;1.00;59.12;59.12;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";289965;"CASA DAS EMBALAGENS LUPEL LTDA-ME.";ARACUAI;12368;2010-09-10;2010-09-20;NULL;1.00;73.39;73.39;72010;"POTE PP340T0001/1 1000UC 4,7 GR";4.700;POTE
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";289965;"CASA DAS EMBALAGENS LUPEL LTDA-ME.";ARACUAI;12368;2010-09-10;2010-09-20;NULL;5.00;38.52;192.60;73288;"COPO CP330TL003 1000UC LISO";4.000;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";289965;"CASA DAS EMBALAGENS LUPEL LTDA-ME.";ARACUAI;12368;2010-09-10;2010-09-20;NULL;30.00;26.48;794.40;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";292400;"DISTRIBUIDORA CAMPISTA LTDA - FILIAL -";"JUIZ DE FORA";22337;2010-09-06;2010-09-16;NULL;4.00;59.12;236.48;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";292400;"DISTRIBUIDORA CAMPISTA LTDA - FILIAL -";"JUIZ DE FORA";22337;2010-09-06;2010-09-16;NULL;3.00;59.12;177.36;65811;"TAMPA TP101T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";292400;"DISTRIBUIDORA CAMPISTA LTDA - FILIAL -";"JUIZ DE FORA";22337;2010-09-06;2010-09-16;NULL;5.00;63.67;318.35;81051;"POTE PP100T0000/1 2000UC";4.200;POTE
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";292400;"DISTRIBUIDORA CAMPISTA LTDA - FILIAL -";"JUIZ DE FORA";22337;2010-09-06;2010-09-16;NULL;6.00;48.15;288.90;89508;"COPO CP400T/ABNT 1000UC";5.000;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";292400;"DISTRIBUIDORA CAMPISTA LTDA - FILIAL -";"JUIZ DE FORA";22337;2010-09-06;2010-09-16;NULL;3.00;60.66;181.98;89540;"COPO CP500T/ABNT 1000UC";6.300;COPO
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";292400;"DISTRIBUIDORA CAMPISTA LTDA - FILIAL -";"JUIZ DE FORA";22337;2010-09-06;2010-09-16;NULL;2.00;38.57;77.14;91553;"TAMPA TP75TL001 1000UC";2.000;TAMPA
604;"REPRES. JOSE MARIA FIGUEIRAS & CIA. LTDA";292400;"DISTRIBUIDORA CAMPISTA LTDA - FILIAL -";"JUIZ DE FORA";22337;2010-09-06;2010-09-16;NULL;2.00;75.96;151.92;97160;"COPO C80CRES/ABNT 2500UC";3.500;COPO
698;"MELK & SID REPRES. LTDA";46744;"EMBALAGENS ALFENENSE LTDA.";ALFENAS;1814;2010-09-02;2010-09-20;NULL;2.00;52.30;104.60;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
698;"MELK & SID REPRES. LTDA";46744;"EMBALAGENS ALFENENSE LTDA.";ALFENAS;1814;2010-09-02;2010-09-20;NULL;1.00;48.00;48.00;71730;"POTE PP160T0001/1 1000UC MANGA";4.000;POTE
698;"MELK & SID REPRES. LTDA";46744;"EMBALAGENS ALFENENSE LTDA.";ALFENAS;1814;2010-09-02;2010-09-20;NULL;1.00;32.00;32.00;71765;"TAMPA TP25T0001/1 1000UC MANGA";2.000;TAMPA
698;"MELK & SID REPRES. LTDA";46744;"EMBALAGENS ALFENENSE LTDA.";ALFENAS;1814;2010-09-02;2010-09-20;NULL;1.00;90.30;90.30;71838;"POTE PP450T0001/1 1000UC MANGA 7,5 GR";7.500;POTE
698;"MELK & SID REPRES. LTDA";46744;"EMBALAGENS ALFENENSE LTDA.";ALFENAS;1814;2010-09-02;2010-09-20;NULL;1.00;58.00;58.00;72010;"POTE PP340T0001/1 1000UC 4,7 GR";4.700;POTE
698;"MELK & SID REPRES. LTDA";46744;"EMBALAGENS ALFENENSE LTDA.";ALFENAS;1814;2010-09-02;2010-09-20;NULL;6.00;37.00;222.00;77275;"POTE PT250P0001/1 1000UC";3.200;POTE
698;"MELK & SID REPRES. LTDA";46744;"EMBALAGENS ALFENENSE LTDA.";ALFENAS;1814;2010-09-02;2010-09-20;NULL;10.00;34.00;340.00;79570;"POTE PT200P0001 1000UC";2.800;POTE
698;"MELK & SID REPRES. LTDA";46744;"EMBALAGENS ALFENENSE LTDA.";ALFENAS;1814;2010-09-02;2010-09-20;NULL;1.00;50.33;50.33;81051;"POTE PP100T0000/1 2000UC";4.200;POTE
698;"MELK & SID REPRES. LTDA";46744;"EMBALAGENS ALFENENSE LTDA.";ALFENAS;1814;2010-09-02;2010-09-20;NULL;3.00;33.00;99.00;89486;"COPO CP330T/ABNT 1000UC";3.630;COPO
698;"MELK & SID REPRES. LTDA";46744;"EMBALAGENS ALFENENSE LTDA.";ALFENAS;1814;2010-09-02;2010-09-20;NULL;3.00;32.00;96.00;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
698;"MELK & SID REPRES. LTDA";46744;"EMBALAGENS ALFENENSE LTDA.";ALFENAS;1814;2010-09-02;2010-09-20;NULL;1.00;32.00;32.00;91553;"TAMPA TP75TL001 1000UC";2.000;TAMPA
698;"MELK & SID REPRES. LTDA";118630;"COML.GEPLASTICOS LTDA.";VARGINHA;1819;2010-09-08;2010-09-27;NULL;20.00;58.30;1166.00;65773;"TAMPA TP100T0003 TRANSP. C/ MANGA 1000UC";3.300;TAMPA
698;"MELK & SID REPRES. LTDA";118630;"COML.GEPLASTICOS LTDA.";VARGINHA;1819;2010-09-08;2010-09-27;NULL;20.00;94.00;1880.00;71838;"POTE PP450T0001/1 1000UC MANGA 7,5 GR";7.500;POTE
698;"MELK & SID REPRES. LTDA";133825;"J.A.EMBALAGENS MINEIRINHA LTDA.";PASSOS;2895;2010-09-01;2010-09-17;NULL;10.00;33.00;330.00;2194;"TAMPA TS55TE_01 1000UC";1.650;TAMPA
698;"MELK & SID REPRES. LTDA";133825;"J.A.EMBALAGENS MINEIRINHA LTDA.";PASSOS;2895;2010-09-01;2010-09-17;NULL;5.00;33.00;165.00;2402;"TAMPA TS55TF_01 900UC TRANSPARENTE FURAD";1.490;TAMPA
698;"MELK & SID REPRES. LTDA";133825;"J.A.EMBALAGENS MINEIRINHA LTDA.";PASSOS;2895;2010-09-01;2010-09-17;NULL;15.00;38.00;570.00;77275;"POTE PT250P0001/1 1000UC";3.200;POTE
698;"MELK & SID REPRES. LTDA";133825;"J.A.EMBALAGENS MINEIRINHA LTDA.";PASSOS;2895;2010-09-01;2010-09-17;NULL;6.00;48.00;288.00;86800;"TAMPA TT79F/1 2000UC TRANSPARENTE FURADA";2.800;TAMPA
698;"MELK & SID REPRES. LTDA";133825;"J.A.EMBALAGENS MINEIRINHA LTDA.";PASSOS;2895;2010-09-01;2010-09-17;NULL;10.00;48.00;480.00;92916;"TAMPA TT79/1 2000UC TRANSP SEM FURO";2.800;TAMPA
698;"MELK & SID REPRES. LTDA";154172;"G.F AUTO ATACADO LTDA";"TRES CORACOES";1822;2010-09-09;2010-09-20;NULL;10.00;58.75;587.50;85944;"COPO CP300T/ABNT 2000UC LINHA OURO";6.600;COPO
698;"MELK & SID REPRES. LTDA";154172;"G.F AUTO ATACADO LTDA";"TRES CORACOES";1822;2010-09-09;2010-09-20;NULL;10.00;48.50;485.00;89508;"COPO CP400T/ABNT 1000UC";5.000;COPO
698;"MELK & SID REPRES. LTDA";161802;"RR EMBALAGENS LTDA";"BOA ESPERANCA";1816;2010-09-02;2010-10-18;NULL;1.00;31.60;31.60;8826;"POTE C100TES 2000UC";2.500;POTE
698;"MELK & SID REPRES. LTDA";161802;"RR EMBALAGENS LTDA";"BOA ESPERANCA";1816;2010-09-02;2010-10-18;NULL;1.00;37.70;37.70;77275;"POTE PT250P0001/1 1000UC";3.200;POTE
698;"MELK & SID REPRES. LTDA";161802;"RR EMBALAGENS LTDA";"BOA ESPERANCA";1816;2010-09-02;2010-10-18;NULL;1.00;84.00;84.00;81361;"POTE PP500T0004/2 1000UC";6.500;POTE
698;"MELK & SID REPRES. LTDA";161802;"RR EMBALAGENS LTDA";"BOA ESPERANCA";1816;2010-09-02;2010-10-18;NULL;1.00;62.00;62.00;85944;"COPO CP300T/ABNT 2000UC LINHA OURO";6.600;COPO
698;"MELK & SID REPRES. LTDA";161802;"RR EMBALAGENS LTDA";"BOA ESPERANCA";1816;2010-09-02;2010-10-18;NULL;1.00;40.00;40.00;89192;"PRATO PF150/4 1000UC";3.500;PRATO
