cd_representante;nm_representante;cd_cliente;nm_cliente;nm_cidade;nr_pedido;dt_emissao;dt_entrega;vl_pedido;qt_produto;vl_unitario;vl_item;cd_produto;nm_produto;ps_unitario;familia_produto
19;"DISCAM COMERCIO E REPRES. LTDA.";2569;"CADIMENSE  EMBALAGENS E DESC.LTDA - EPP";"SAO PAULO";615785;2010-09-10;2010-09-17;NULL;30.00;33.22;996.60;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";2569;"CADIMENSE  EMBALAGENS E DESC.LTDA - EPP";"SAO PAULO";615786;2010-09-10;2010-10-08;NULL;5.00;47.15;235.75;2194;"TAMPA TS55TE_01 1000UC";1.650;TAMPA
19;"DISCAM COMERCIO E REPRES. LTDA.";2569;"CADIMENSE  EMBALAGENS E DESC.LTDA - EPP";"SAO PAULO";615786;2010-09-10;2010-10-08;NULL;3.00;65.45;196.35;65765;"TAMPA TP100B0003 BRANCO  C/ MANGA 1000UC";3.300;TAMPA
19;"DISCAM COMERCIO E REPRES. LTDA.";2569;"CADIMENSE  EMBALAGENS E DESC.LTDA - EPP";"SAO PAULO";615786;2010-09-10;2010-10-08;NULL;5.00;107.89;539.45;81353;"POTE PP500B0004/2 1000UC";6.500;POTE
19;"DISCAM COMERCIO E REPRES. LTDA.";2569;"CADIMENSE  EMBALAGENS E DESC.LTDA - EPP";"SAO PAULO";615786;2010-09-10;2010-10-08;NULL;5.00;64.67;323.35;92916;"TAMPA TT79/1 2000UC TRANSP SEM FURO";2.800;TAMPA
19;"DISCAM COMERCIO E REPRES. LTDA.";2569;"CADIMENSE  EMBALAGENS E DESC.LTDA - EPP";"SAO PAULO";615786;2010-09-10;2010-10-08;NULL;30.00;33.22;996.60;94374;"COPO CP330TL003/1 1000UC - ABNT";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";8303;"SHIMAPEL COM.REPRES.LTDA.";"SAO PAULO";615515;2010-09-08;2010-09-15;NULL;10.00;36.60;366.00;73288;"COPO CP330TL003 1000UC LISO";4.000;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";8303;"SHIMAPEL COM.REPRES.LTDA.";"SAO PAULO";615515;2010-09-08;2010-09-15;NULL;5.00;47.30;236.50;73490;"COPO CP200BES/ABNT 2500UC LINHA OURO";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";8303;"SHIMAPEL COM.REPRES.LTDA.";"SAO PAULO";615515;2010-09-08;2010-09-15;NULL;10.00;47.30;473.00;89427;"COPO CP200TES/ABNT 2500UC LINHA OURO";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";18058;"MAKRO ATACADISTA S.A.";FORTALEZA;615553;2010-09-06;2010-09-30;NULL;2.00;84.98;169.96;6769;"COPO CP300B/ABNT/FMT/1-CX 2000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";18058;"MAKRO ATACADISTA S.A.";FORTALEZA;615553;2010-09-06;2010-09-30;NULL;3.00;84.98;254.94;90824;"COPO CP300B/ABNT/FMT 2000UC FORMATTO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";18058;"MAKRO ATACADISTA S.A.";FORTALEZA;615553;2010-09-06;2010-09-30;NULL;8.00;48.48;387.84;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";18058;"MAKRO ATACADISTA S.A.";FORTALEZA;615553;2010-09-06;2010-09-30;NULL;2.00;88.14;176.28;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";24198;"MAKRO ATACADISTA S.A.";RECIFE;615546;2010-09-06;2010-09-28;NULL;4.00;59.65;238.60;4863;"COPO CP180BES/ABNT/FMT 2500UC";4.950;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";24198;"MAKRO ATACADISTA S.A.";RECIFE;615546;2010-09-06;2010-09-28;NULL;3.00;84.98;254.94;6769;"COPO CP300B/ABNT/FMT/1-CX 2000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";24198;"MAKRO ATACADISTA S.A.";RECIFE;615546;2010-09-06;2010-09-28;NULL;5.00;84.98;424.90;90824;"COPO CP300B/ABNT/FMT 2000UC FORMATTO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";24198;"MAKRO ATACADISTA S.A.";RECIFE;615546;2010-09-06;2010-09-28;NULL;3.00;48.48;145.44;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";24198;"MAKRO ATACADISTA S.A.";RECIFE;615546;2010-09-06;2010-09-28;NULL;5.00;88.14;440.70;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";25364;"S.M.COML.E DIST.LTDA.";"SAO PAULO";615784;2010-09-10;2010-09-24;NULL;3.00;46.19;138.57;477;"TAMPA TS55ES_01 1000UC";1.650;TAMPA
19;"DISCAM COMERCIO E REPRES. LTDA.";25364;"S.M.COML.E DIST.LTDA.";"SAO PAULO";615784;2010-09-10;2010-09-24;NULL;3.00;47.15;141.45;2194;"TAMPA TS55TE_01 1000UC";1.650;TAMPA
19;"DISCAM COMERCIO E REPRES. LTDA.";25364;"S.M.COML.E DIST.LTDA.";"SAO PAULO";615784;2010-09-10;2010-09-24;NULL;5.00;56.76;283.80;71480;"COPO CP300ABNT/1 2000UC LINHA OURO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";25364;"S.M.COML.E DIST.LTDA.";"SAO PAULO";615784;2010-09-10;2010-09-24;NULL;3.00;54.73;164.19;77275;"POTE PT250P0001/1 1000UC";3.200;POTE
19;"DISCAM COMERCIO E REPRES. LTDA.";25364;"S.M.COML.E DIST.LTDA.";"SAO PAULO";615784;2010-09-10;2010-09-24;NULL;2.00;64.67;129.34;77810;"TAMPA TB79/1 2000UC";2.800;TAMPA
19;"DISCAM COMERCIO E REPRES. LTDA.";25364;"S.M.COML.E DIST.LTDA.";"SAO PAULO";615784;2010-09-10;2010-09-24;NULL;4.00;33.22;132.88;89486;"COPO CP330T/ABNT 1000UC";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";25364;"S.M.COML.E DIST.LTDA.";"SAO PAULO";615784;2010-09-10;2010-09-24;NULL;10.00;45.75;457.50;89494;"COPO CP400B/ABNT 1000UC";5.000;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41068;"MAKRO ATACADISTA S.A.";CONTAGEM;615559;2010-09-06;2010-09-24;NULL;6.00;70.05;420.30;4880;"COPO CP200BES/ABNT/FMT 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41068;"MAKRO ATACADISTA S.A.";CONTAGEM;615559;2010-09-06;2010-09-24;NULL;5.00;89.82;449.10;90824;"COPO CP300B/ABNT/FMT 2000UC FORMATTO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41068;"MAKRO ATACADISTA S.A.";CONTAGEM;615559;2010-09-06;2010-09-24;NULL;1.00;51.22;51.22;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41068;"MAKRO ATACADISTA S.A.";CONTAGEM;615559;2010-09-06;2010-09-24;NULL;7.00;93.15;652.05;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41076;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615566;2010-09-06;2010-09-22;NULL;16.00;63.05;1008.80;4863;"COPO CP180BES/ABNT/FMT 2500UC";4.950;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41076;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615566;2010-09-06;2010-09-22;NULL;10.00;70.05;700.50;4880;"COPO CP200BES/ABNT/FMT 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41076;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615566;2010-09-06;2010-09-22;NULL;4.00;89.81;359.24;6769;"COPO CP300B/ABNT/FMT/1-CX 2000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41076;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615566;2010-09-06;2010-09-22;NULL;1.00;59.54;59.54;77267;"POTE PB250P0001/1 1000UC";3.200;POTE
19;"DISCAM COMERCIO E REPRES. LTDA.";41076;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615566;2010-09-06;2010-09-22;NULL;5.00;89.82;449.10;90824;"COPO CP300B/ABNT/FMT 2000UC FORMATTO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41076;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615566;2010-09-06;2010-09-22;NULL;1.00;91.78;91.78;90840;"COPO CP440T/ABNT/ARO 1000UC ARO";5.540;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41076;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615566;2010-09-06;2010-09-22;NULL;21.00;51.22;1075.62;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41076;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615566;2010-09-06;2010-09-22;NULL;11.00;93.15;1024.65;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41084;"MAKRO ATACADISTA S.A.";"SAO PAULO";615574;2010-09-06;2010-09-21;NULL;16.00;63.05;1008.80;4863;"COPO CP180BES/ABNT/FMT 2500UC";4.950;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41084;"MAKRO ATACADISTA S.A.";"SAO PAULO";615574;2010-09-06;2010-09-21;NULL;20.00;70.05;1401.00;4880;"COPO CP200BES/ABNT/FMT 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41084;"MAKRO ATACADISTA S.A.";"SAO PAULO";615574;2010-09-06;2010-09-21;NULL;15.00;63.04;945.60;6696;"COPO CP180BES/ABNT/FMT/1-CX 2500UC";4.950;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41084;"MAKRO ATACADISTA S.A.";"SAO PAULO";615574;2010-09-06;2010-09-21;NULL;10.00;70.04;700.40;6726;"COPO CP200BES/ABNT/FMT/1-CX 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41084;"MAKRO ATACADISTA S.A.";"SAO PAULO";615574;2010-09-06;2010-09-21;NULL;4.00;89.81;359.24;6769;"COPO CP300B/ABNT/FMT/1-CX 2000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41084;"MAKRO ATACADISTA S.A.";"SAO PAULO";615574;2010-09-06;2010-09-21;NULL;5.00;89.82;449.10;90824;"COPO CP300B/ABNT/FMT 2000UC FORMATTO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41084;"MAKRO ATACADISTA S.A.";"SAO PAULO";615574;2010-09-06;2010-09-21;NULL;1.00;91.78;91.78;90840;"COPO CP440T/ABNT/ARO 1000UC ARO";5.540;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41084;"MAKRO ATACADISTA S.A.";"SAO PAULO";615574;2010-09-06;2010-09-21;NULL;40.00;51.22;2048.80;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41084;"MAKRO ATACADISTA S.A.";"SAO PAULO";615574;2010-09-06;2010-09-21;NULL;13.00;93.15;1210.95;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41084;"MAKRO ATACADISTA S.A.";"SAO PAULO";615574;2010-09-06;2010-09-21;NULL;2.00;103.37;206.74;98795;"COPO CP550T/ABNT/ARO 900UC";6.240;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41092;"MAKRO ATACADISTA S.A.";"PORTO ALEGRE";615581;2010-09-06;2010-09-27;NULL;6.00;70.05;420.30;4880;"COPO CP200BES/ABNT/FMT 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41092;"MAKRO ATACADISTA S.A.";"PORTO ALEGRE";615581;2010-09-06;2010-09-27;NULL;4.00;89.81;359.24;6769;"COPO CP300B/ABNT/FMT/1-CX 2000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41092;"MAKRO ATACADISTA S.A.";"PORTO ALEGRE";615581;2010-09-06;2010-09-27;NULL;2.00;59.54;119.08;77267;"POTE PB250P0001/1 1000UC";3.200;POTE
19;"DISCAM COMERCIO E REPRES. LTDA.";41092;"MAKRO ATACADISTA S.A.";"PORTO ALEGRE";615581;2010-09-06;2010-09-27;NULL;5.00;89.82;449.10;90824;"COPO CP300B/ABNT/FMT 2000UC FORMATTO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41092;"MAKRO ATACADISTA S.A.";"PORTO ALEGRE";615581;2010-09-06;2010-09-27;NULL;1.00;91.78;91.78;90840;"COPO CP440T/ABNT/ARO 1000UC ARO";5.540;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41092;"MAKRO ATACADISTA S.A.";"PORTO ALEGRE";615581;2010-09-06;2010-09-27;NULL;13.00;51.22;665.86;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41092;"MAKRO ATACADISTA S.A.";"PORTO ALEGRE";615581;2010-09-06;2010-09-27;NULL;11.00;93.15;1024.65;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41092;"MAKRO ATACADISTA S.A.";"PORTO ALEGRE";615581;2010-09-06;2010-09-27;NULL;3.00;107.68;323.04;98787;"COPO CP500B/ABNT/ARO 1000UC";6.300;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41092;"MAKRO ATACADISTA S.A.";"PORTO ALEGRE";615581;2010-09-06;2010-09-27;NULL;3.00;103.37;310.11;98795;"COPO CP550T/ABNT/ARO 900UC";6.240;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41106;"MAKRO ATACADISTA S.A.";PINHAIS;615588;2010-09-06;2010-09-23;NULL;3.00;63.05;189.15;4863;"COPO CP180BES/ABNT/FMT 2500UC";4.950;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41106;"MAKRO ATACADISTA S.A.";PINHAIS;615588;2010-09-06;2010-09-23;NULL;6.00;51.22;307.32;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41106;"MAKRO ATACADISTA S.A.";PINHAIS;615588;2010-09-06;2010-09-23;NULL;5.00;93.15;465.75;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41114;"MAKRO ATACADISTA S.A.";CAMPINAS;615594;2010-09-06;2010-09-23;NULL;1.00;70.05;70.05;4880;"COPO CP200BES/ABNT/FMT 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41114;"MAKRO ATACADISTA S.A.";CAMPINAS;615594;2010-09-06;2010-09-23;NULL;10.00;63.04;630.40;6696;"COPO CP180BES/ABNT/FMT/1-CX 2500UC";4.950;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41114;"MAKRO ATACADISTA S.A.";CAMPINAS;615594;2010-09-06;2010-09-23;NULL;1.00;59.54;59.54;77267;"POTE PB250P0001/1 1000UC";3.200;POTE
19;"DISCAM COMERCIO E REPRES. LTDA.";41114;"MAKRO ATACADISTA S.A.";CAMPINAS;615594;2010-09-06;2010-09-23;NULL;5.00;89.82;449.10;90824;"COPO CP300B/ABNT/FMT 2000UC FORMATTO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41114;"MAKRO ATACADISTA S.A.";CAMPINAS;615594;2010-09-06;2010-09-23;NULL;1.00;91.78;91.78;90840;"COPO CP440T/ABNT/ARO 1000UC ARO";5.540;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41114;"MAKRO ATACADISTA S.A.";CAMPINAS;615594;2010-09-06;2010-09-23;NULL;22.00;51.22;1126.84;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41114;"MAKRO ATACADISTA S.A.";CAMPINAS;615594;2010-09-06;2010-09-23;NULL;10.00;93.15;931.50;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41114;"MAKRO ATACADISTA S.A.";CAMPINAS;615594;2010-09-06;2010-09-23;NULL;3.00;107.68;323.04;98787;"COPO CP500B/ABNT/ARO 1000UC";6.300;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41114;"MAKRO ATACADISTA S.A.";CAMPINAS;615594;2010-09-06;2010-09-23;NULL;3.00;103.37;310.11;98795;"COPO CP550T/ABNT/ARO 900UC";6.240;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41122;"MAKRO ATACADISTA S.A.";"SAO PAULO";615599;2010-09-06;2010-09-21;NULL;6.00;70.05;420.30;4880;"COPO CP200BES/ABNT/FMT 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41122;"MAKRO ATACADISTA S.A.";"SAO PAULO";615599;2010-09-06;2010-09-21;NULL;4.00;70.04;280.16;6726;"COPO CP200BES/ABNT/FMT/1-CX 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41122;"MAKRO ATACADISTA S.A.";"SAO PAULO";615599;2010-09-06;2010-09-21;NULL;4.00;89.82;359.28;90824;"COPO CP300B/ABNT/FMT 2000UC FORMATTO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41122;"MAKRO ATACADISTA S.A.";"SAO PAULO";615599;2010-09-06;2010-09-21;NULL;10.00;51.22;512.20;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41122;"MAKRO ATACADISTA S.A.";"SAO PAULO";615599;2010-09-06;2010-09-21;NULL;1.00;93.13;93.13;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41122;"MAKRO ATACADISTA S.A.";"SAO PAULO";615599;2010-09-06;2010-09-21;NULL;2.00;103.37;206.74;98795;"COPO CP550T/ABNT/ARO 900UC";6.240;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41130;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615554;2010-09-06;2010-09-22;NULL;12.00;70.05;840.60;4880;"COPO CP200BES/ABNT/FMT 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41130;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615554;2010-09-06;2010-09-22;NULL;2.00;63.04;126.08;6696;"COPO CP180BES/ABNT/FMT/1-CX 2500UC";4.950;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41130;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615554;2010-09-06;2010-09-22;NULL;1.00;51.22;51.22;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41130;"MAKRO ATACADISTA S.A.";"RIO DE JANEIRO";615554;2010-09-06;2010-09-22;NULL;6.00;93.15;558.90;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41149;"MAKRO ATACADISTA S.A.";"S BERNARDO DO CAMPO";615548;2010-09-06;2010-09-21;NULL;1.00;63.05;63.05;4863;"COPO CP180BES/ABNT/FMT 2500UC";4.950;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41149;"MAKRO ATACADISTA S.A.";"S BERNARDO DO CAMPO";615548;2010-09-06;2010-09-21;NULL;4.00;70.05;280.20;4880;"COPO CP200BES/ABNT/FMT 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41149;"MAKRO ATACADISTA S.A.";"S BERNARDO DO CAMPO";615548;2010-09-06;2010-09-21;NULL;3.00;82.82;248.46;90832;"COPO CP400B/ABNT/ARO 1000UC ARO";5.000;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41149;"MAKRO ATACADISTA S.A.";"S BERNARDO DO CAMPO";615548;2010-09-06;2010-09-21;NULL;16.00;51.22;819.52;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41149;"MAKRO ATACADISTA S.A.";"S BERNARDO DO CAMPO";615548;2010-09-06;2010-09-21;NULL;9.00;93.15;838.35;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41149;"MAKRO ATACADISTA S.A.";"S BERNARDO DO CAMPO";615548;2010-09-06;2010-09-21;NULL;2.00;103.37;206.74;98795;"COPO CP550T/ABNT/ARO 900UC";6.240;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41157;"MAKRO ATACADISTA S.A.";"SAO PAULO";615540;2010-09-06;2010-09-21;NULL;10.00;70.05;700.50;4880;"COPO CP200BES/ABNT/FMT 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41157;"MAKRO ATACADISTA S.A.";"SAO PAULO";615540;2010-09-06;2010-09-21;NULL;15.00;63.04;945.60;6696;"COPO CP180BES/ABNT/FMT/1-CX 2500UC";4.950;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41157;"MAKRO ATACADISTA S.A.";"SAO PAULO";615540;2010-09-06;2010-09-21;NULL;2.00;59.54;119.08;77267;"POTE PB250P0001/1 1000UC";3.200;POTE
19;"DISCAM COMERCIO E REPRES. LTDA.";41157;"MAKRO ATACADISTA S.A.";"SAO PAULO";615540;2010-09-06;2010-09-21;NULL;3.00;89.82;269.46;90824;"COPO CP300B/ABNT/FMT 2000UC FORMATTO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41157;"MAKRO ATACADISTA S.A.";"SAO PAULO";615540;2010-09-06;2010-09-21;NULL;3.00;82.82;248.46;90832;"COPO CP400B/ABNT/ARO 1000UC ARO";5.000;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41157;"MAKRO ATACADISTA S.A.";"SAO PAULO";615540;2010-09-06;2010-09-21;NULL;4.00;91.78;367.12;90840;"COPO CP440T/ABNT/ARO 1000UC ARO";5.540;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41157;"MAKRO ATACADISTA S.A.";"SAO PAULO";615540;2010-09-06;2010-09-21;NULL;20.00;51.22;1024.40;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41157;"MAKRO ATACADISTA S.A.";"SAO PAULO";615540;2010-09-06;2010-09-21;NULL;9.00;93.15;838.35;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41157;"MAKRO ATACADISTA S.A.";"SAO PAULO";615540;2010-09-06;2010-09-21;NULL;1.00;103.37;103.37;98795;"COPO CP550T/ABNT/ARO 900UC";6.240;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41726;"DOROPEL COMERCIO DE PAPEIS LTDA.";DIADEMA;615521;2010-09-06;2010-09-13;NULL;5.00;57.65;288.25;89540;"COPO CP500T/ABNT 1000UC";6.300;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";41726;"DOROPEL COMERCIO DE PAPEIS LTDA.";DIADEMA;615521;2010-09-06;2010-09-13;NULL;20.00;25.16;503.20;89575;"COPO CP250T/ABNT 1000UC (TULIPA)";2.750;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";47554;"TINGUI FACTORY ALIMENTOS LTDA.";COLOMBO;615704;2010-09-08;2010-10-04;NULL;15.00;44.63;669.45;86800;"TAMPA TT79F/1 2000UC TRANSPARENTE FURADA";2.800;TAMPA
19;"DISCAM COMERCIO E REPRES. LTDA.";47554;"TINGUI FACTORY ALIMENTOS LTDA.";COLOMBO;615704;2010-09-08;2010-10-04;NULL;30.00;105.00;3150.00;91952;"COPO CP330BI000/1CC 2000UC  HABIBS";10.000;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";48135;"MAKRO ATACADISTA S.A.";"PRAIA GRANDE";615653;2010-09-06;2010-09-23;NULL;1.00;70.05;70.05;4880;"COPO CP200BES/ABNT/FMT 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";48135;"MAKRO ATACADISTA S.A.";"PRAIA GRANDE";615653;2010-09-06;2010-09-23;NULL;4.00;89.82;359.28;90824;"COPO CP300B/ABNT/FMT 2000UC FORMATTO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";48135;"MAKRO ATACADISTA S.A.";"PRAIA GRANDE";615653;2010-09-06;2010-09-23;NULL;5.00;51.22;256.10;90859;"COPO CP330T/ABNT/ARO 1000UC ARO";3.630;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";48135;"MAKRO ATACADISTA S.A.";"PRAIA GRANDE";615653;2010-09-06;2010-09-23;NULL;2.00;93.15;186.30;98779;"COPO CP200T/ABNT/ARO 3000UC";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";48135;"MAKRO ATACADISTA S.A.";"PRAIA GRANDE";615653;2010-09-06;2010-09-23;NULL;1.00;103.37;103.37;98795;"COPO CP550T/ABNT/ARO 900UC";6.240;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";49131;"BRASLIMPO COMERCIAL LTDA";"SAO PAULO";615674;2010-09-08;2010-09-14;NULL;200.00;41.36;8272.00;73490;"COPO CP200BES/ABNT 2500UC LINHA OURO";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";49131;"BRASLIMPO COMERCIAL LTDA";"SAO PAULO";615674;2010-09-08;2010-09-14;NULL;200.00;37.22;7444.00;81396;"COPO CP180BES/ABNT 2500UC LINHA OURO";4.950;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";50377;"MAKRO ATACADISTA S.A.";SERRA;615646;2010-09-06;2010-09-27;NULL;8.00;59.65;477.20;4863;"COPO CP180BES/ABNT/FMT 2500UC";4.950;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";50377;"MAKRO ATACADISTA S.A.";SERRA;615646;2010-09-06;2010-09-27;NULL;8.00;66.27;530.16;4880;"COPO CP200BES/ABNT/FMT 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";50377;"MAKRO ATACADISTA S.A.";SERRA;615646;2010-09-06;2010-09-27;NULL;1.00;66.27;66.27;6726;"COPO CP200BES/ABNT/FMT/1-CX 2500UC";5.500;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";50377;"MAKRO ATACADISTA S.A.";SERRA;615646;2010-09-06;2010-09-27;NULL;4.00;84.98;339.92;90824;"COPO CP300B/ABNT/FMT 2000UC FORMATTO";6.600;COPO
19;"DISCAM COMERCIO E REPRES. LTDA.";50377;"MAKRO ATACADISTA S.A.";SERRA;615646;2010-09-06;2010-09-27;NULL;1.00;86.84;86.84;90840;"COPO CP440T/ABNT/ARO 1000UC ARO";5.540;COPO
